iter,tourLength,time
1,4019.910072,104
2,3656.346758,107
3,3453.610822,119
4,3260.146096,115
5,3170.500655,108
6,3357.173224,103
7,3240.207026,105
8,3270.611303,108
9,3300.704712,108
10,3280.049427,110
11,3270.770337,116
12,3270.770337,104
13,3265.781372,109
14,3363.291815,109
15,3265.781372,106
16,3270.770337,107
17,3270.770337,107
18,3275.376988,109
19,3391.150343,106
20,3265.781372,109
21,3394.400972,108
22,3270.770337,115
23,3277.345172,110
24,3270.770337,109
25,3378.530437,120
26,3275.438831,108
27,3280.049427,108
28,3270.770337,113
29,3265.781372,106
30,3295.933721,106
31,3270.770337,105
32,3275.438831,111
33,3285.345172,109
34,3265.781372,112
35,3322.805735,116
36,3265.781372,107
37,3326.066862,116
38,3270.770337,116
39,3316.904854,120
40,3270.770337,109
41,3270.770337,117
42,3293.313522,106
43,3293.313522,118
44,3413.153162,108
45,3270.770337,107
46,3372.170450,118
47,3342.868432,112
48,3330.086103,116
49,3351.471082,113
50,3265.781372,109
51,3270.770337,112
52,3330.551587,110
53,3277.345172,109
54,3265.781372,111
55,3270.770337,111
56,3265.781372,119
57,3270.770337,112
58,3275.438831,113
59,3265.781372,112
60,3404.745968,119
61,3375.781798,111
62,3339.637121,118
63,3265.781372,110
64,3265.781372,108
65,3270.770337,122
66,3295.933721,109
67,3275.438831,115
68,3265.781372,116
69,3270.770337,107
70,3265.781372,107
71,3325.032297,118
72,3270.770337,109
73,3265.781372,107
74,3270.770337,123
75,3332.250493,110
76,3275.438831,102
77,3295.933721,106
78,3270.770337,106
79,3295.933721,109
80,3285.345172,111
81,3265.781372,108
82,3270.770337,107
83,3270.770337,108
84,3265.781372,114
85,3277.345172,109
86,3265.781372,107
87,3265.781372,109
88,3265.781372,110
89,3315.343476,107
90,3265.781372,111
91,3336.449609,107
92,3347.438400,118
93,3265.781372,108
94,3306.651283,107
95,3277.077283,107
96,3265.781372,107
97,3265.781372,111
98,3265.781372,110
99,3265.781372,107
100,3265.781372,108
101,3309.742035,106
102,3319.933648,107
103,3309.742035,106
104,3265.781372,108
105,3265.781372,106
106,3297.737557,117
107,3265.781372,110
108,3265.781372,106
109,3265.781372,109
110,3265.781372,110
111,3265.781372,107
112,3265.781372,107
113,3265.781372,108
114,3290.307439,108
115,3265.781372,108
116,3265.781372,106
117,3265.781372,108
118,3265.781372,110
119,3265.781372,108
120,3265.781372,108
121,3265.781372,109
122,3290.307439,107
123,3290.307439,110
124,3267.666533,106
125,3321.516808,108
126,3265.781372,106
127,3265.781372,108
128,3265.781372,108
129,3265.781372,119
130,3265.781372,106
131,3265.781372,108
132,3265.781372,109
133,3265.781372,110
134,3290.307439,109
135,3265.781372,107
136,3265.781372,107
137,3265.781372,110
138,3265.781372,110
139,3255.559473,109
140,3265.781372,107
141,3265.781372,110
142,3265.781372,109
143,3290.307439,120
144,3265.781372,106
145,3265.781372,110
146,3265.781372,117
147,3265.781372,111
148,3265.781372,116
149,3265.781372,113
150,3255.559473,121
