iter,tourLength,time
1,6103.418870,18
2,5979.046822,18
3,5973.265659,16
4,5940.397294,18
5,6003.149471,17
6,5967.621771,17
7,5686.108677,17
8,5481.392453,17
9,5739.625904,17
10,6082.405413,18
11,6065.095655,17
12,5591.952264,18
13,5646.912592,17
14,5453.035312,18
15,5219.969036,18
16,5351.085016,17
17,5019.878416,17
18,4842.499695,17
19,4912.888307,18
20,5052.831260,16
21,4679.734074,17
22,4633.896139,17
23,4478.717074,17
24,4334.226365,17
25,4112.554733,17
26,4023.432679,17
27,3858.139835,17
28,4147.391048,17
29,4217.445619,18
30,3822.100329,17
31,3603.541511,18
32,3918.260071,17
33,3712.032850,17
34,3999.062970,18
35,3817.437726,17
36,3903.479662,17
37,3679.514845,18
38,3707.243485,17
39,3717.900643,17
40,3807.890524,17
41,3642.882802,18
42,3749.927320,17
43,3705.050996,17
44,3796.425882,18
45,3807.383156,17
46,3659.524740,17
47,3723.337530,19
48,3394.315719,17
49,3686.254579,18
50,3706.846734,18
51,3572.323603,17
52,3578.763357,21
53,3786.917509,19
54,3781.768269,18
55,3799.913048,17
56,3709.719867,18
57,3691.209714,17
58,3750.552305,19
59,3770.730089,19
60,3489.113747,19
61,3754.671610,20
62,3724.667310,18
63,3665.772890,17
64,3597.061319,17
65,3705.712392,17
66,3590.582348,18
67,3876.731114,17
68,3759.005185,17
69,3652.035780,17
70,3720.959104,18
71,3722.852943,17
72,3791.515903,17
73,3618.451741,17
74,3827.610151,17
75,3549.673744,17
76,3736.436806,17
77,3899.492889,18
78,3692.575134,16
79,3841.608778,17
80,3630.879189,17
81,3457.649751,17
82,3885.457354,17
83,3672.939868,17
84,3804.527390,17
85,3750.641157,17
86,3632.644471,18
87,3726.758849,18
88,3447.487801,18
89,3619.300102,17
90,3682.812471,19
91,3729.872603,17
92,3611.232700,18
93,3738.777844,18
94,3700.315903,17
95,3817.341471,18
96,3745.778028,17
97,3684.700724,17
98,3868.299509,17
99,3641.040151,17
100,3708.039909,17
101,3555.784227,18
102,3716.901879,17
103,3772.808234,17
104,3756.204552,17
105,3613.998498,17
106,3528.462040,17
107,3630.995208,18
108,3854.784526,17
109,3765.303039,17
110,3657.425831,17
111,3722.214312,17
112,3870.581259,17
113,3576.457850,17
114,3659.378984,16
115,3669.201599,17
116,3572.566575,17
117,3633.452380,25
118,3538.604138,26
119,3590.751535,21
120,3343.262807,16
121,3760.984440,16
122,3617.056454,18
123,3493.492437,17
124,3737.545563,17
125,3556.376743,17
126,3772.478595,17
127,3665.454375,18
128,3803.869704,17
129,3498.482782,18
130,3714.545223,17
131,3663.394515,17
132,3613.053310,17
133,3584.498420,18
134,3647.003186,17
135,3614.289678,17
136,3794.792698,17
137,3740.993119,17
138,3645.497215,17
139,3557.086122,17
140,3449.298876,16
141,3666.584441,17
142,3700.186468,17
143,3603.915408,16
144,3729.131191,17
145,3538.080839,18
146,3952.324783,17
147,3583.750451,17
148,3602.554082,18
149,3667.524286,16
150,3236.846073,19
151,3668.314307,16
152,3646.976123,16
153,3487.839442,17
154,3753.886393,18
155,3726.425784,18
156,3608.093034,17
157,3720.127650,18
158,3537.533063,18
159,3702.735115,17
160,3601.557282,17
161,3575.372321,17
162,3673.155673,18
163,3690.216222,17
164,3816.677216,16
165,3716.014834,16
166,3636.257261,18
167,3624.605155,17
168,3581.640171,17
169,3266.933627,17
170,3546.833037,17
171,3457.315139,16
172,3606.695562,17
173,3729.564110,18
174,3584.885670,17
175,3589.776728,18
176,3478.563848,17
177,3538.377302,17
178,3753.118349,17
179,3701.064869,17
180,3700.585059,17
181,3835.540413,17
182,3561.667817,18
183,3472.551854,17
184,3688.992252,17
185,3748.899460,17
186,3563.707708,17
187,3693.516243,17
188,3454.683318,17
189,3642.605397,18
190,3607.674371,18
191,3461.967609,17
192,3666.635498,18
193,3472.244100,18
194,3498.146274,17
195,3451.635825,17
196,3566.560083,18
197,3367.476660,18
198,3406.861255,17
199,3531.290103,16
200,3616.814705,18
