iter,tourLength,time
1,9648.886476,463
2,9322.388296,519
3,9114.254506,451
4,9090.467105,462
5,8907.673172,460
6,8960.179917,486
7,9129.053143,463
8,9053.310272,463
9,8571.096802,452
10,8460.279516,482
11,8250.643314,457
12,8167.205205,450
13,7942.380625,460
14,7602.097207,453
15,7498.654918,449
16,7143.171234,494
17,7018.681628,471
18,6974.351769,456
19,6553.272990,459
20,6382.546680,455
21,5976.454814,451
22,6187.927685,453
23,5974.335808,452
24,5732.665750,460
25,5567.587032,456
26,5525.936648,468
27,5444.093002,494
28,5401.093746,464
29,5243.960564,457
30,4888.944052,458
31,5060.525390,457
32,4979.873786,449
33,4868.969614,447
34,4970.307861,454
35,4921.295045,451
36,4873.872483,449
37,4565.040211,459
38,4962.979745,482
39,4814.659569,456
40,4884.010011,509
41,4899.478324,452
42,4799.539834,450
43,4592.916887,454
44,4689.917550,470
45,4826.410571,454
46,4858.289707,446
47,4823.055078,473
48,4574.934114,462
49,4750.567282,495
50,4726.225002,488
51,4579.736784,495
52,4631.785622,502
53,4685.208906,495
54,4727.043411,502
55,4746.091670,496
56,4751.458651,494
57,4759.842470,491
58,4543.701581,481
59,4669.283411,500
60,4692.298513,536
61,4499.124389,515
62,4600.148707,514
63,4686.539338,521
64,4625.863765,486
65,4704.670936,490
66,4666.605916,489
67,4610.412882,478
68,4623.298665,476
69,4603.371348,531
70,4676.066181,496
71,4772.376962,486
72,4625.336503,491
73,4737.920749,496
74,4707.249068,485
75,4604.963239,490
76,4802.317629,488
77,4606.105218,493
78,4632.632160,479
79,4709.133875,496
80,4621.678982,507
81,4581.104482,476
82,4546.814384,487
83,4644.834634,479
84,4521.662429,479
85,4479.036609,482
86,4584.334902,487
87,4627.052220,488
88,4513.858966,495
89,4620.733393,504
90,4613.202876,508
91,4607.741184,491
92,4569.466730,476
93,4543.228336,489
94,4404.827294,484
95,4568.599066,492
96,4437.157221,480
97,4496.758823,495
98,4622.887587,491
99,4720.709189,507
100,4576.485272,532
101,4490.346670,495
102,4652.685512,484
103,4553.546027,491
104,4570.321020,484
105,4501.662577,487
106,4327.951803,495
107,4587.907269,479
108,4541.757119,477
109,4744.009191,491
110,4632.557509,533
111,4528.670143,488
112,4384.439633,483
113,4653.944122,488
114,4557.508593,485
115,4543.041814,481
116,4619.785520,482
117,4640.323598,480
118,4473.911243,447
119,4632.593858,453
120,4584.656746,494
121,4534.574934,455
122,4413.578941,458
123,4486.110193,457
124,4605.772956,449
125,4577.717539,452
126,4674.760289,456
127,4533.834741,457
128,4409.228035,475
129,4556.821674,449
130,4478.465497,457
131,4634.192340,490
132,4533.507244,453
133,4648.390550,452
134,4680.830994,459
135,4584.428518,453
136,4562.847283,451
137,4612.075051,463
138,4310.670934,447
139,4590.172175,448
140,4553.194359,445
141,4672.276420,470
142,4393.212227,478
143,4494.969202,451
144,4655.089340,448
145,4565.289744,458
146,4637.043719,472
147,4518.162093,462
148,4638.375415,461
149,4556.463549,452
150,4596.201689,460
151,4505.221650,460
152,4659.514565,470
