iter,tourLength,time
1,7132.639379,120
2,6994.294301,113
3,7185.724064,118
4,7072.299328,113
5,7132.299768,112
6,6903.008774,121
7,6931.119023,132
8,6909.488862,127
9,7052.067029,134
10,7271.716786,133
11,6582.350512,120
12,6696.339612,115
13,5858.565730,122
14,6160.921377,120
15,5870.275626,114
16,5678.468013,112
17,5065.370654,113
18,4361.688614,115
19,4282.595894,112
20,4167.265518,118
21,3888.885749,114
22,3849.310333,109
23,3721.330914,115
24,3505.300604,107
25,3337.262445,110
26,3403.694535,110
27,3322.398798,109
28,3367.270116,111
29,3308.919213,128
30,3297.497815,115
31,3245.046866,114
32,3278.588241,121
33,3276.027593,124
34,3295.498677,120
35,3275.691553,122
36,3343.895697,111
37,3347.063045,109
38,3303.922641,109
39,3293.874745,110
40,3232.475682,111
41,3278.313829,112
42,3323.876902,112
43,3303.158570,108
44,3225.391554,109
45,3303.922641,108
46,3224.684545,115
47,3335.190610,108
48,3320.218365,110
49,3196.851820,114
50,3332.473447,111
51,3353.694455,113
52,3209.569976,110
53,3209.569976,110
54,3323.876902,109
55,3209.569976,112
56,3225.391554,109
57,3256.486653,109
58,3322.752578,108
59,3224.684545,108
60,3303.922641,109
61,3261.099439,109
62,3323.876902,110
63,3232.475682,115
64,3209.569976,110
65,3339.011992,118
66,3232.475682,109
67,3335.190610,113
68,3308.532697,109
69,3303.922641,107
70,3209.569976,111
71,3232.475682,109
72,3224.684545,109
73,3224.684545,107
74,3232.475682,110
75,3345.846675,110
76,3323.876902,116
77,3310.382783,116
78,3332.473447,116
79,3225.391554,119
80,3347.063045,106
81,3363.860498,109
82,3232.475682,108
83,3225.391554,117
84,3229.261667,114
85,3335.190610,114
86,3345.846675,107
87,3323.876902,109
88,3303.922641,121
89,3232.475682,113
90,3209.569976,109
91,3373.066796,109
92,3339.052670,106
93,3225.391554,109
94,3322.752578,109
95,3209.569976,104
96,3308.532697,109
97,3296.373200,115
98,3323.876902,113
99,3261.099439,111
100,3323.876902,114
101,3224.684545,108
102,3346.162262,127
103,3310.274176,111
104,3303.922641,109
105,3346.162262,109
106,3303.922641,108
107,3354.276753,114
108,3303.922641,108
109,3323.876902,114
110,3332.567054,108
111,3322.752578,108
112,3344.162440,108
113,3344.886242,113
114,3339.052670,108
115,3345.846675,108
116,3303.922641,107
117,3332.473447,111
118,3354.546605,108
119,3339.052670,107
120,3332.473447,109
121,3303.922641,117
122,3303.922641,117
123,3303.922641,119
124,3322.752578,114
125,3331.758083,113
126,3323.876902,111
127,3322.752578,113
128,3339.011992,107
129,3340.276626,109
130,3303.922641,109
131,3332.283280,108
132,3303.922641,109
133,3303.922641,107
134,3322.752578,107
135,3310.274176,109
136,3303.922641,111
137,3322.752578,113
138,3347.063045,115
139,3345.846675,114
140,3303.922641,108
141,3303.922641,114
142,3347.063045,109
143,3331.758083,109
144,3322.752578,123
145,3332.567054,109
146,3332.473447,113
147,3323.876902,110
148,3323.876902,108
149,3329.587605,105
150,3339.052670,108
151,3354.000248,108
152,3332.567054,112
153,3359.090209,111
154,3340.276626,109
155,3303.922641,110
156,3310.274176,108
157,3303.922641,113
158,3310.274176,126
159,3332.283280,117
160,3292.189666,126
161,3331.758083,124
162,3331.758083,118
163,3323.876902,115
164,3323.876902,111
165,3322.752578,116
166,3369.548783,117
167,3332.567054,118
168,3347.063045,116
169,3354.546605,115
170,3333.183248,108
171,3322.752578,106
172,3296.373200,113
173,3303.922641,108
174,3335.190610,111
175,3354.546605,115
176,3322.752578,109
177,3323.876902,110
178,3303.922641,113
179,3323.876902,114
180,3332.531598,116
181,3339.011992,109
182,3354.000248,109
183,3339.225968,108
184,3363.860498,107
185,3323.876902,109
186,3303.922641,108
187,3345.846675,109
188,3322.752578,115
189,3359.880155,108
190,3322.752578,109
191,3323.876902,109
192,3339.052670,110
193,3322.752578,109
194,3347.036800,111
195,3339.011992,108
196,3310.274176,107
197,3332.473447,117
198,3322.752578,116
199,3332.531598,124
200,3331.758083,117
201,3323.876902,109
202,3303.922641,116
203,3346.551567,114
204,3354.546605,106
205,3332.473447,108
206,3322.752578,108
207,3303.922641,107
208,3347.063045,108
209,3322.752578,112
210,3339.052670,118
211,3332.473447,116
212,3303.922641,138
213,3332.531598,115
214,3303.922641,108
215,3332.283280,112
216,3339.052670,113
217,3322.752578,128
218,3331.758083,116
219,3323.876902,116
220,3322.752578,115
221,3323.876902,119
222,3332.567054,117
223,3303.922641,115
224,3332.531598,112
225,3331.758083,114
226,3303.922641,106
227,3332.567054,106
228,3303.922641,106
229,3323.876902,115
230,3332.531598,115
231,3347.624597,112
232,3322.752578,109
233,3303.922641,105
234,3358.094438,109
235,3323.876902,112
236,3303.922641,113
237,3323.876902,110
238,3322.752578,109
239,3303.922641,115
240,3323.876902,110
241,3322.752578,114
242,3323.876902,105
243,3323.876902,108
244,3323.876902,107
245,3332.531598,110
246,3323.876902,106
247,3332.473447,112
248,3303.922641,105
249,3323.876902,109
250,3333.183248,111
251,3354.000248,113
252,3346.653626,108
253,3323.876902,114
254,3331.758083,124
255,3345.846675,118
256,3331.758083,120
257,3310.274176,109
258,3346.687677,108
259,3303.922641,112
260,3332.531598,108
261,3331.758083,107
262,3332.531598,108
263,3332.473447,110
264,3303.922641,108
265,3301.399033,111
266,3301.399033,109
267,3339.011992,108
268,3346.653626,116
269,3303.922641,112
270,3359.090209,109
271,3322.752578,110
272,3322.752578,115
273,3322.752578,111
274,3346.653626,108
275,3301.399033,111
276,3301.399033,107
277,3347.063045,110
278,3322.752578,111
279,3331.758083,109
280,3303.922641,109
281,3332.531598,114
282,3331.758083,107
283,3340.276626,110
284,3301.399033,115
285,3301.399033,110
286,3331.758083,113
287,3301.399033,125
288,3359.090209,113
289,3301.399033,111
290,3332.473447,108
291,3347.063045,115
292,3303.922641,121
293,3301.399033,108
294,3320.484618,109
