iter,tourLength,time
1,3798.331049,368
2,3896.724245,371
3,3810.604864,366
4,3767.620694,368
5,3516.828636,369
6,3376.103460,363
7,3237.867782,366
8,3183.108017,383
9,3179.299856,372
10,3143.891686,359
11,3194.073160,353
12,3211.181176,367
13,3072.724484,413
14,3179.628525,385
15,3201.927382,502
16,3174.355766,385
17,3187.148699,369
18,3189.785011,370
19,3225.169325,373
20,3225.169325,374
21,3203.296944,371
22,3203.296944,374
23,3203.296944,386
24,3203.296944,375
25,3203.852951,406
26,3203.296944,394
27,3225.169325,370
28,3195.615764,395
29,3197.826525,398
30,3245.624399,376
31,3203.296944,380
32,3245.624399,368
33,3203.296944,371
34,3231.245188,372
35,3173.711765,376
36,3173.711765,392
37,3203.296944,385
38,3244.727013,371
39,3203.296944,401
40,3204.306706,412
41,3203.296944,404
42,3231.698507,397
43,3238.600716,384
44,3238.600716,408
45,3083.257855,381
46,3203.296944,398
47,3203.296944,383
48,3203.296944,374
49,3219.400446,367
50,3203.296944,365
51,3238.600716,383
52,3231.698507,409
53,3175.954145,370
54,3276.515408,370
55,3238.600716,378
56,3234.054060,377
57,3216.398887,392
58,3273.997118,400
59,3239.328984,396
60,3237.861136,376
61,3238.600716,379
62,3203.296944,394
63,3195.764495,377
64,3247.183121,376
65,3247.183121,394
66,3203.296944,373
67,3203.296944,381
68,3247.183121,377
69,3203.296944,381
70,3231.698507,372
71,3237.596178,370
72,3219.840321,381
73,3231.698507,372
74,3238.600716,385
75,3203.296944,368
76,3203.296944,377
77,3203.296944,366
78,3238.600716,405
79,3231.698507,382
80,3245.196230,373
81,3203.296944,389
82,3175.954145,377
83,3232.758789,380
84,3203.296944,372
85,3237.861136,383
86,3245.196230,371
87,3203.296944,373
88,3203.296944,374
89,3241.696742,393
90,3248.742419,366
91,3203.296944,409
92,3238.600716,373
93,3241.696742,370
94,3238.600716,402
95,3203.296944,372
96,3219.840321,375
97,3191.060018,372
98,3248.742419,375
99,3237.762434,370
100,3217.853431,368
101,3203.296944,371
102,3203.296944,396
103,3203.296944,372
104,3203.296944,392
105,3247.183121,383
106,3231.331364,369
107,3203.296944,380
108,3175.954145,374
109,3244.481199,365
110,3203.296944,371
111,3251.413313,375
112,3203.296944,379
113,3231.003266,379
114,3209.499749,373
115,3231.003266,374
116,3203.296944,387
117,3203.296944,388
118,3241.696742,401
119,3203.296944,375
120,3203.296944,435
121,3237.596178,406
122,3231.003266,381
123,3203.296944,374
124,3215.072217,367
125,3180.333936,373
126,3203.296944,381
127,3262.224570,378
128,3203.296944,369
129,3251.579701,391
130,3203.296944,386
131,3203.296944,388
132,3215.072217,367
133,3203.296944,400
134,3203.296944,364
135,3203.296944,371
136,3241.696742,376
137,3175.954145,365
138,3203.296944,374
139,3241.696742,377
140,3203.296944,386
141,3203.296944,373
142,3238.026112,426
143,3241.696742,388
144,3242.579457,439
145,3241.696742,379
146,3230.491789,377
147,3238.600716,372
148,3203.296944,374
149,3261.153030,373
150,3203.296944,382
151,3238.600716,386
152,3248.742419,369
153,3260.702811,379
154,3247.385586,407
155,3245.196230,372
156,3203.296944,436
157,3221.399620,424
158,3252.635416,376
159,3175.954145,373
160,3203.296944,425
161,3245.196230,382
162,3203.296944,393
163,3169.726071,367
