iter,tourLength,time
1,3747.236186,57
2,3744.561809,57
3,3415.908082,56
4,3294.232211,75
5,3265.116666,60
6,3079.426073,51
7,3206.779116,51
8,3206.779116,55
9,3229.172891,52
10,3208.812014,53
11,3222.813206,53
12,3224.434688,57
13,3221.354941,56
14,3221.906147,64
15,3209.574173,53
16,3224.434688,53
17,3220.769628,52
18,3219.462717,56
19,3219.462717,57
20,3209.574173,53
21,3210.022479,54
22,3223.991996,54
23,3195.649350,55
24,3211.760741,53
25,3210.022479,57
26,3210.022479,57
27,3211.347899,56
28,3209.574173,85
29,3212.701672,59
30,3204.023465,53
31,3224.331712,53
32,3233.003940,55
33,3210.022479,54
34,3221.906147,53
35,3221.906147,57
36,3237.821517,53
37,3211.760741,56
38,3211.347899,53
39,3210.022479,59
40,3221.443029,58
41,3233.003940,73
42,3224.434688,58
43,3224.331712,55
44,3243.466026,54
45,3204.023465,56
46,3211.347899,74
47,3221.906147,60
48,3210.022479,53
49,3195.649350,57
50,3254.579585,53
51,3204.023465,55
52,3195.649350,56
53,3220.917116,53
54,3210.022479,53
55,3222.813206,55
56,3211.760741,54
57,3211.347899,58
58,3204.023465,55
59,3209.574173,56
60,3204.023465,55
61,3273.141619,59
62,3223.991996,56
63,3195.649350,56
64,3221.906147,56
65,3220.487402,66
66,3221.906147,56
67,3204.023465,57
68,3211.347899,53
69,3233.003940,58
70,3217.583524,55
71,3220.487402,58
72,3195.649350,74
73,3210.022479,61
74,3225.535749,56
75,3242.283104,56
76,3287.627686,56
77,3204.023465,53
78,3224.434688,54
79,3236.603024,57
80,3256.353637,54
81,3214.075029,57
82,3204.023465,57
83,3204.023465,58
84,3220.487402,57
85,3228.608701,57
86,3211.760741,55
87,3209.574173,59
88,3210.022479,65
89,3210.022479,56
90,3220.487402,56
91,3228.424713,58
92,3253.320139,55
93,3210.022479,53
94,3233.753619,55
95,3208.812014,58
96,3256.353637,57
97,3211.347899,53
98,3211.347899,54
99,3208.812014,58
100,3229.172891,55
