iter,tourLength,time
1,31994.264011,66
2,32386.224370,68
3,32209.160567,66
4,32194.588692,65
5,31434.642000,68
6,32191.479139,66
7,31771.722403,67
8,31855.235576,70
9,32739.912426,73
10,31350.623584,96
11,32084.649015,80
12,32554.816281,66
13,32262.283424,68
14,31531.911256,67
15,31758.604636,78
16,32125.717896,79
17,31626.488475,71
18,32281.577659,68
19,32415.687623,69
20,31244.019394,70
21,32255.998457,69
22,31419.050950,67
23,32123.593003,69
24,31885.400953,69
25,31296.313499,66
26,32493.353091,66
27,33025.084151,66
28,32453.694907,67
29,32013.892146,67
30,31296.012547,66
31,31804.352652,66
32,32373.259018,67
33,32610.545957,65
34,32027.041017,67
35,31698.599103,67
36,31247.374438,66
37,31613.747537,66
38,31666.291427,67
39,31963.168948,66
40,32419.222124,67
41,32345.716808,65
42,32233.587165,66
43,31592.252192,66
44,32705.161219,68
45,31893.076896,84
46,31878.159315,66
47,31461.642462,67
48,31609.344633,65
49,32228.012230,65
50,32771.765736,66
51,32170.497601,64
52,32124.173837,66
53,32452.423415,65
54,31420.767494,67
55,32096.589283,65
56,31491.545631,63
57,31412.358969,67
58,32263.834670,68
59,31515.880956,66
60,32090.951121,66
61,31854.443724,66
62,32019.742261,65
63,31750.025608,63
64,32081.985820,66
65,31898.999337,63
66,32043.142226,65
67,32358.564465,64
68,32267.531266,66
69,32530.914046,67
70,32013.576293,62
71,32204.367023,64
72,32171.728909,66
73,32157.808284,67
74,32553.223364,64
75,32681.872042,65
76,32081.388554,70
77,32162.783751,67
78,32416.449639,71
79,31725.859962,68
80,32695.380011,69
81,32022.077492,71
82,31907.808395,73
83,31396.834064,64
84,32382.199960,66
85,31639.173930,64
86,31408.943747,65
87,32775.703702,67
88,31658.447469,67
89,31426.580975,65
90,31734.366763,64
91,31567.217090,65
92,31878.947844,65
93,31869.143480,65
94,31973.318795,66
95,32119.035357,64
96,32163.384846,65
97,30924.639533,68
98,32245.079313,66
99,32358.247415,64
100,32549.618144,67
101,32290.806613,68
102,31957.839688,71
103,31772.859701,72
104,33095.039907,78
105,32156.620296,69
106,31611.149331,77
107,31703.386383,67
108,32117.300749,68
109,31945.789774,68
110,31859.149990,67
111,32302.767366,66
112,31941.496502,69
113,31912.348608,66
114,31976.890805,64
115,31799.664251,66
116,32031.783968,66
117,32320.999340,67
118,31672.696364,67
119,32008.897117,64
120,32150.987504,67
121,32046.466147,60
122,32021.740278,66
123,32144.279787,67
124,32555.527991,67
125,31095.805405,68
126,32609.716123,66
127,32355.886542,68
128,32129.105482,65
129,32081.224694,66
130,32483.146256,67
131,32270.593355,62
132,32061.300011,66
133,31838.562760,65
134,32045.704342,68
135,32239.885970,66
136,31770.918642,66
137,32115.058716,83
138,32645.939356,68
139,32377.519893,66
140,30965.091388,68
141,31732.814410,67
142,32131.734287,67
143,31990.116096,67
144,32354.527272,66
145,31996.995231,65
146,31750.088763,65
147,32652.471681,66
148,31539.265838,65
149,31871.052877,66
150,31253.215715,66
151,31257.482076,67
152,31655.839805,68
153,32100.113046,66
154,32331.611140,69
155,32406.296313,71
156,31788.372208,73
157,32062.008991,66
158,32100.349288,66
159,31712.694574,64
160,32281.363512,65
161,32730.904558,65
162,32053.207793,67
163,32283.884397,67
164,31390.740209,65
165,32834.367304,66
166,32043.452848,66
167,31454.906013,77
168,31715.534135,104
169,31725.021569,65
170,31746.730074,67
171,32497.545775,67
172,32617.523161,65
173,32378.273299,66
174,31458.864027,68
175,31878.557952,66
176,32476.028956,66
177,32083.434855,67
178,31515.470382,66
179,31072.997646,65
180,32499.497347,65
181,32745.903009,67
182,31718.201892,65
183,32505.392799,66
184,31871.814725,67
185,32838.867760,67
186,32171.008593,68
187,31972.110060,67
188,31210.678094,69
189,31653.604208,66
190,31393.319901,66
191,32149.182828,63
192,30954.822924,65
193,31977.645067,66
194,31838.488187,68
195,32602.453591,65
196,31942.885154,68
197,31672.100869,66
198,32927.317391,69
199,32133.094096,70
200,32318.255323,65
201,32365.613554,65
202,32061.165374,68
203,32443.227964,64
204,31582.944250,67
205,31562.741395,66
206,31646.790503,66
207,32032.587525,66
208,31257.352579,66
209,32247.494442,67
210,31843.462894,69
211,31326.518091,62
212,31705.313618,65
213,31828.453647,66
214,31153.970078,62
215,32211.914975,65
216,31876.302556,67
217,32010.374641,67
218,31425.049082,65
219,32009.848436,66
220,31770.614995,65
221,32124.930383,63
222,31183.981783,65
223,31745.002487,65
224,31628.796006,68
225,31752.605893,67
226,32094.279567,68
227,32105.201026,73
228,31767.977668,67
229,31800.412115,77
230,31265.811184,74
231,31289.786334,65
232,31370.072438,69
233,32114.051444,68
234,30941.484135,63
235,31736.207395,63
236,32287.139478,64
237,32016.612279,66
238,31649.286582,63
239,31881.498653,64
240,32020.890133,67
241,32280.041491,68
242,32619.666008,66
243,31427.704825,62
244,32264.121056,65
245,32598.605216,67
246,31569.909972,67
247,32166.331489,65
248,32026.349863,68
249,32252.993730,65
250,32354.266079,66
251,32418.187526,67
252,32006.827716,67
253,31535.866390,66
254,32085.192938,67
255,32450.392618,64
256,32355.485684,64
257,32468.638843,69
258,32092.238206,65
259,32368.520095,65
260,31408.563405,75
261,32346.913251,93
262,31736.256941,74
263,32588.950092,64
264,31078.408867,67
265,31264.388954,65
266,32335.007097,67
267,32066.049562,68
268,31188.589581,66
269,32572.860570,68
270,31939.430111,66
271,32643.703162,66
272,32599.176121,66
273,32153.042382,65
274,31736.493274,69
275,32319.711209,67
276,32539.922860,64
277,32352.566676,65
278,32209.183963,67
279,31458.160253,66
280,31837.090459,67
281,31634.925109,67
282,32095.092152,65
283,31350.242611,67
284,32126.585026,67
285,32340.309119,66
286,31588.718188,67
287,32148.882302,67
288,31753.040502,68
289,32674.369957,66
290,32486.763698,64
291,31473.158454,65
292,32331.175897,73
293,32746.604172,67
294,31724.376744,67
295,31886.216992,67
296,32441.686674,66
297,32351.652512,66
298,31980.686607,65
299,31845.997167,69
300,32342.407229,71
301,32588.158887,70
302,31249.463189,72
303,31266.070772,74
304,32200.288363,65
305,32322.685366,66
306,32486.663894,67
307,31673.572942,66
308,32312.812224,67
309,31866.322391,66
310,32180.526158,66
311,31740.453516,66
312,31265.892642,65
313,32021.948449,66
314,32032.144368,64
315,32447.370890,65
316,32202.076199,66
317,31147.598642,67
318,31167.612925,66
319,32457.234990,64
320,32843.985165,66
321,31237.953188,66
322,30382.045211,67
323,32740.595271,73
324,32113.388786,65
325,31912.819615,66
326,31533.292148,65
327,32176.998207,67
328,32617.042147,65
329,31429.541254,67
330,31694.537813,66
331,31796.229137,63
332,31632.835564,67
333,30887.814552,65
334,32258.112409,69
335,31939.923102,67
336,32016.626589,66
337,32743.601953,67
338,32154.710460,67
339,31321.199598,66
340,31741.798774,66
341,31989.766690,66
342,31770.651341,67
343,31401.316940,65
344,31704.810491,67
345,31695.824230,67
346,32007.958294,65
347,32547.623867,63
348,32283.254738,67
349,31664.932088,67
350,31121.105623,65
351,31460.707657,66
352,32035.848344,68
353,31951.552032,78
354,32139.681976,76
355,31999.446037,66
356,30513.151580,67
357,32007.132936,65
358,31993.510033,67
359,32115.498963,66
360,31337.114864,66
361,31903.338736,66
362,31488.731078,66
363,32002.802742,65
364,31390.589418,64
365,32294.049452,65
366,32201.731019,67
367,32011.356499,66
368,31999.301779,68
369,32429.967517,66
370,32409.478690,66
371,30584.565313,68
372,31233.579202,68
373,31773.900339,68
374,31423.452180,68
375,32057.512943,67
376,31890.163392,78
377,31535.461981,65
378,31825.479554,67
379,31869.777425,65
380,32534.045399,65
381,32118.835747,67
382,31107.901511,69
383,31665.676194,81
384,31483.732931,77
385,30563.556145,66
386,32108.134670,66
387,32415.620189,65
388,31822.197046,65
389,31327.526983,63
390,32165.426037,63
391,32411.204954,67
392,31811.595039,64
393,31892.777601,66
394,32360.605923,66
395,31847.676606,66
396,32217.159848,64
397,32153.713158,67
398,31768.632117,65
399,31922.800844,64
400,32042.761548,65
401,30980.731484,67
402,30995.768948,65
403,32080.941051,68
404,32086.369190,66
405,30577.222694,66
406,32528.765378,69
407,31595.668328,63
408,31683.439902,67
409,31952.427521,65
410,31422.103104,67
411,31885.616681,65
412,32146.008091,67
413,32347.570270,66
414,31440.321002,70
415,32516.646500,69
416,32173.586931,88
417,32825.072437,70
418,32455.423091,66
419,32489.257089,66
420,32250.333370,66
421,31556.185475,65
422,31907.991162,64
423,32320.506281,66
424,31781.381089,65
425,31893.397966,68
426,32401.688152,67
427,32097.605516,67
428,32059.440143,69
429,32694.103370,67
430,31960.194981,69
431,31730.028368,66
432,31684.739276,67
433,32503.622515,67
434,32380.061131,67
435,32375.867944,67
436,31922.160909,69
437,31681.027161,68
438,32869.611942,64
439,32310.738065,65
440,32556.420618,67
441,32578.383525,66
442,31571.097639,67
443,32395.542692,66
444,31216.034444,67
445,31947.511022,76
446,31853.444453,78
447,32508.090480,75
448,32165.446456,107
449,31528.633047,102
450,31911.142116,79
451,32477.239172,77
452,32538.759386,81
453,31569.969060,75
454,31220.936361,75
455,31991.179494,69
456,31692.226202,73
457,32810.016248,67
458,31972.354158,68
459,31495.424669,65
460,32133.332106,63
461,31246.162102,62
462,32528.368311,67
463,32298.636667,67
464,32186.856510,66
465,31700.381112,67
466,32180.304503,66
467,32002.807172,62
468,31983.462905,66
469,31815.099035,64
470,31661.976109,68
471,31780.034830,64
472,31337.490062,67
473,32221.365129,65
474,32225.082307,80
475,31796.609795,70
476,31578.037685,66
477,31730.136457,68
478,32070.963714,68
479,31747.295638,66
480,31878.506297,65
481,32082.954149,68
482,31010.025593,66
483,31777.618728,67
484,30221.544604,67
485,32115.305417,67
486,31942.613974,64
487,32324.625400,66
488,31434.771467,66
489,32356.695789,65
490,32256.830329,66
491,32434.164640,66
492,32132.203524,67
493,32176.637008,67
494,32555.023715,67
495,32455.072650,67
496,32407.153929,67
497,32148.590476,66
