iter,tourLength,time
1,3539.475003,298
2,3639.303036,303
3,3524.994767,304
4,3558.668552,328
5,3543.330688,316
6,3411.350700,310
7,3366.440563,297
8,3244.738537,296
9,3150.553077,307
10,3171.252086,312
11,3183.722992,298
12,3130.831967,287
13,3214.095336,290
14,3211.510716,290
15,3135.871338,284
16,3167.783473,315
17,3128.147395,286
18,3155.434580,292
19,3121.053195,286
20,3157.089029,290
21,3125.835373,292
22,3077.473178,310
23,3162.998274,307
24,3163.834844,295
25,3214.333352,300
26,3227.706116,298
27,3184.110194,314
28,3184.110194,294
29,3276.290165,296
30,3255.724119,289
31,3264.268053,288
32,3252.262281,294
33,3274.564233,288
34,3266.194926,289
35,3271.942164,292
36,3271.189832,289
37,3283.924017,300
38,3232.325406,307
39,3261.422451,295
40,3271.590228,286
41,3265.553593,294
42,3271.189832,286
43,3271.189832,300
44,3260.556139,315
45,3279.907866,290
46,3278.913990,298
47,3271.942164,309
48,3257.762868,300
49,3261.422451,289
50,3306.226666,290
51,3271.189832,289
52,3271.567954,284
53,3271.189832,297
54,3287.204006,294
55,3271.942164,291
56,3261.422451,284
57,3287.204006,284
58,3267.794910,288
59,3306.226666,292
60,3286.880249,318
61,3269.166236,309
62,3262.790494,292
63,3267.794910,292
64,3257.762868,286
65,3264.268053,291
66,3272.091648,290
67,3296.090514,289
68,3271.942164,291
69,3271.942164,288
70,3271.189832,290
71,3271.942164,286
72,3286.880249,285
73,3268.684583,290
74,3283.633706,284
75,3296.434711,304
76,3271.189832,289
77,3272.091648,306
78,3286.880249,314
79,3272.091648,302
80,3265.553593,333
81,3268.684583,304
82,3271.189832,323
83,3264.510195,298
84,3295.965561,290
85,3271.942164,289
86,3286.880249,299
87,3271.567954,284
88,3286.127917,289
89,3286.880249,294
90,3294.312092,288
91,3271.942164,293
92,3283.663088,307
93,3265.553593,332
94,3283.633706,319
95,3264.268053,315
96,3269.166236,299
97,3267.794910,316
98,3286.880249,299
99,3263.116000,290
100,3271.942164,311
101,3271.942164,297
102,3271.942164,297
103,3264.268053,289
104,3286.127917,287
105,3245.232439,297
106,3298.822214,290
107,3309.195887,298
108,3271.942164,288
109,3264.510195,300
110,3271.942164,293
111,3267.794910,312
112,3265.553593,293
113,3271.942164,286
114,3295.965561,295
115,3271.942164,284
116,3286.880249,290
117,3289.513299,287
118,3286.880249,290
119,3271.942164,291
120,3271.189832,287
121,3295.965561,291
122,3297.820273,342
123,3265.553593,360
124,3257.762868,309
125,3264.268053,323
126,3295.625459,293
127,3286.021209,295
128,3269.166236,318
129,3269.166236,289
130,3264.268053,293
131,3257.762868,289
132,3264.268053,292
133,3286.127917,295
134,3268.684583,300
135,3286.880249,303
136,3289.473682,333
137,3265.553593,345
138,3271.189832,352
139,3286.880249,330
140,3299.148988,292
141,3286.127917,294
142,3271.942164,318
143,3271.942164,304
144,3265.553593,327
145,3257.762868,300
146,3271.942164,291
147,3271.942164,296
148,3295.213229,297
149,3295.965561,312
150,3269.166236,296
151,3306.226666,306
152,3295.213229,297
153,3257.762868,296
154,3267.794910,295
155,3295.965561,296
156,3257.762868,290
157,3271.942164,295
158,3285.722713,309
159,3271.189832,292
160,3271.942164,306
161,3286.127917,315
162,3295.965561,298
163,3267.794910,294
164,3271.189832,297
165,3263.116000,326
166,3268.684583,293
167,3268.684583,295
168,3257.762868,322
169,3271.189832,322
170,3286.880249,297
171,3264.268053,308
172,3271.942164,296
173,3295.213229,296
174,3271.567954,294
175,3265.553593,292
176,3271.567954,312
177,3286.127917,330
178,3267.774840,311
179,3271.189832,306
180,3267.794910,288
181,3267.794910,301
182,3269.166236,303
183,3306.226666,316
184,3271.189832,300
185,3268.684583,295
186,3271.942164,296
187,3267.794910,297
188,3271.942164,296
189,3271.189832,296
190,3267.794910,301
191,3271.942164,292
192,3309.804284,313
193,3267.794910,308
194,3294.293219,328
195,3257.762868,297
196,3278.888548,293
197,3267.794910,319
198,3307.778821,301
199,3306.226666,299
200,3271.942164,290
