iter,tourLength,time
1,6882.631712,355
2,6645.221145,301
3,7096.740949,303
4,6356.252364,301
5,4854.050924,304
6,3680.325016,303
7,3261.567404,303
8,3351.200444,315
9,3289.894265,301
10,3076.122822,303
11,3253.219745,307
12,3226.125206,311
13,3293.021871,310
14,3267.036557,303
15,3349.086825,325
16,3385.738520,334
17,3476.805453,302
18,3344.819175,309
19,3386.469424,304
20,3477.415218,316
21,3405.330263,337
22,3510.236919,314
23,3466.879522,304
24,3385.435375,306
25,3416.300883,310
26,3419.788691,306
27,3399.121970,306
28,3397.035276,343
29,3397.730673,313
30,3408.619759,307
31,3417.656160,316
32,3440.224632,335
33,3417.577231,313
34,3417.577231,306
35,3414.804151,335
36,3414.531648,309
37,3435.788691,302
38,3382.042159,307
39,3414.531648,308
40,3409.220709,306
41,3414.804151,310
42,3438.721560,317
43,3382.618183,308
44,3420.261919,307
45,3424.394388,304
46,3394.295298,315
47,3394.295298,315
48,3456.846125,350
49,3400.964531,313
50,3397.035276,309
51,3394.295298,309
52,3445.614111,311
53,3414.347721,306
54,3392.601572,314
55,3414.347721,399
56,3417.577231,326
57,3411.194599,333
58,3392.601572,313
59,3417.577231,308
60,3407.234797,316
61,3414.347721,324
62,3433.065837,317
63,3414.347721,332
64,3414.804151,329
65,3414.347721,319
66,3404.005287,317
67,3392.601572,316
68,3421.178210,319
69,3421.178210,312
70,3392.601572,308
71,3421.178210,331
72,3414.804151,331
73,3414.804151,313
74,3393.109991,332
75,3392.601572,322
76,3438.721560,317
77,3392.601572,316
78,3414.804151,322
79,3392.601572,341
80,3392.601572,319
81,3394.295298,339
82,3419.189457,314
83,3384.237344,314
84,3394.894676,312
85,3387.853322,312
86,3387.853322,312
87,3424.975040,335
88,3496.451602,320
89,3517.946746,318
90,3513.386564,313
91,3500.139811,316
92,3503.571930,311
93,3517.946746,317
94,3510.489339,325
95,3516.117751,344
96,3510.489339,312
97,3429.190455,318
98,3530.733845,310
99,3520.985763,311
100,3517.946746,317
101,3524.837233,321
102,3530.733845,311
103,3518.868729,319
104,3460.761747,322
105,3471.029793,317
106,3489.264306,320
107,3503.441761,321
108,3426.868214,314
109,3426.868214,309
110,3490.587680,332
111,3476.171424,330
112,3409.309562,313
113,3512.111247,319
114,3501.558174,320
115,3517.946746,317
116,3511.213358,318
117,3476.171424,315
118,3517.946746,313
119,3476.171424,322
120,3465.872529,314
121,3526.030402,324
122,3516.320034,318
123,3396.377785,314
124,3456.305407,318
125,3507.489444,314
126,3496.432733,351
127,3507.489444,344
128,3512.347538,316
129,3486.724326,310
130,3428.855292,311
131,3526.030402,316
132,3435.724139,322
133,3428.855292,314
134,3507.489444,317
135,3501.558174,315
136,3476.171424,316
137,3476.171424,314
138,3512.347538,313
139,3476.171424,325
140,3512.347538,316
141,3517.946746,331
142,3524.837233,329
143,3521.641151,316
144,3551.707119,315
145,3476.171424,322
146,3450.333451,325
147,3399.570417,363
148,3517.946746,319
149,3399.570417,311
150,3476.688722,316
151,3476.171424,313
152,3504.937769,330
153,3476.171424,332
154,3429.565771,313
155,3504.635899,313
156,3501.558174,320
157,3517.946746,337
158,3470.316652,321
159,3517.946746,312
160,3480.400672,324
161,3501.558174,379
162,3470.316652,350
163,3500.777190,353
164,3517.946746,333
165,3499.995263,315
166,3501.558174,322
167,3445.494256,310
168,3523.842278,313
169,3501.558174,319
170,3470.316652,313
171,3511.984218,342
172,3501.558174,359
173,3501.558174,316
174,3517.946746,327
175,3373.711127,343
176,3506.678626,340
177,3511.984218,349
178,3517.946746,373
179,3501.558174,348
180,3501.558174,429
181,3501.558174,427
182,3530.733845,429
183,3501.558174,461
184,3530.733845,469
185,3754.134827,463
186,4498.045887,419
187,7596.814970,426
188,9749.023301,403
189,12775.987887,327
190,14810.158165,316
191,13373.742384,312
192,6488.775491,307
193,3819.352412,317
194,3435.819316,307
195,3294.997660,414
196,3292.698327,385
197,3294.846850,318
198,3273.586672,315
199,3281.958773,335
200,3262.516670,305
